iter	Logloss	Accuracy
204	0.166927423	0.9524855085
205	0.1665648558	0.9526611628
206	0.1660666276	0.9528368171
207	0.1656244651	0.9531881258
208	0.1649780937	0.9534516072
209	0.1647991796	0.9533637801
210	0.1646196058	0.9533637801
211	0.1643437666	0.9538029159
212	0.1639407782	0.9538029159
213	0.1637031564	0.9538029159
214	0.1632022234	0.9540663973
215	0.1630345114	0.9540663973
216	0.1628672092	0.9540663973
217	0.162561088	0.9541542245
218	0.1621709347	0.9542420516
219	0.161667146	0.9545933603
220	0.1614912609	0.9545055331
221	0.1609121585	0.9548568417
222	0.1606961655	0.9548568417
223	0.1604390579	0.9551203232
224	0.160107442	0.9551203232
225	0.1599332831	0.955032496
226	0.1597447447	0.9552081504
227	0.159285643	0.9557351133
228	0.1588643839	0.9563499034
229	0.1583511244	0.9562620762
230	0.1581931735	0.9564377305
231	0.1580667543	0.9564377305
232	0.1575648869	0.9570525206
233	0.1567441404	0.9573160021
234	0.1565887738	0.9574038293
235	0.1561740253	0.9575794836
236	0.1560528679	0.9575794836
237	0.1557306229	0.957842965
238	0.1554848316	0.9580186194
239	0.1553687764	0.9579307922
240	0.1552077471	0.9579307922
241	0.1550160929	0.9582821008
242	0.1546075806	0.9582821008
243	0.1544559188	0.958369928
244	0.1542674014	0.9584577551
245	0.1539066766	0.9585455823
246	0.1537320736	0.9586334095
247	0.1533043391	0.9588090638
248	0.153066302	0.9589847181
249	0.1527830296	0.9591603724
250	0.1523553491	0.9592481995
251	0.1521931675	0.9593360267
252	0.1520812113	0.9593360267
253	0.1519693719	0.9593360267
254	0.1514944638	0.959511681
255	0.1512030119	0.9596873353
256	0.1506749465	0.9596873353
257	0.1505379179	0.9596873353
258	0.1503957252	0.9596873353
259	0.1500104656	0.9599508168
260	0.1494785415	0.9601264711
261	0.1492313588	0.9603899526
262	0.1491189415	0.9603899526
263	0.1490087437	0.9603899526
264	0.1488687431	0.9603899526
265	0.1487615328	0.9603021254
266	0.1483559955	0.9605656069
267	0.1480485416	0.960653434
268	0.1476348253	0.9609169155
269	0.1474402102	0.9609169155
270	0.146985426	0.961180397
271	0.1468802769	0.961180397
272	0.1467752693	0.961180397
273	0.1466697056	0.961180397
274	0.1465667796	0.961180397
275	0.1462218844	0.9612682241
276	0.1457803868	0.9610925698
277	0.1456488977	0.9612682241
278	0.1455031766	0.9612682241
279	0.1454033491	0.9612682241
280	0.1451937855	0.9614438784
281	0.1449166163	0.9613560513
282	0.1444890164	0.9615317056
283	0.1441022722	0.9617073599
284	0.1440012857	0.9616195328
285	0.143903883	0.9616195328
286	0.1435248874	0.9620586685
287	0.1434267382	0.9620586685
288	0.1433283438	0.9620586685
289	0.1431965424	0.9620586685
290	0.1430981573	0.9620586685
291	0.1430010439	0.9620586685
292	0.1426959938	0.9621464957
293	0.1425665113	0.9621464957
294	0.1424116608	0.96232215
295	0.1420523601	0.9624099772
296	0.1419213811	0.9625856315
297	0.141748504	0.9626734586
298	0.1416518007	0.9626734586
299	0.1413799591	0.9627612858
300	0.1410868804	0.9632004216
301	0.1409699726	0.9632882487
302	0.1408761191	0.9632882487
303	0.1407839651	0.9632882487
304	0.1404415174	0.9635517302
305	0.1398339216	0.9637273845
306	0.1397420281	0.9637273845
307	0.1396515448	0.9637273845
308	0.1395601637	0.9637273845
309	0.139305959	0.963990866
310	0.1391875741	0.9641665203
311	0.1387407136	0.9642543474
312	0.138348919	0.9643421746
313	0.1382572567	0.9642543474
314	0.1381671157	0.9642543474
315	0.1380779152	0.9642543474
316	0.1379085189	0.9642543474
317	0.1377334507	0.9642543474
318	0.1376038108	0.9643421746
319	0.1375159738	0.9643421746
320	0.1367137823	0.9647813104
321	0.1365943585	0.9648691375
322	0.1365076216	0.9648691375
323	0.1363953599	0.9650447918
324	0.1363103695	0.9650447918
325	0.136064565	0.9652204462
326	0.1359807725	0.9652204462
327	0.1358967654	0.9652204462
328	0.1358128372	0.9652204462
329	0.1354050485	0.9653961005
330	0.1353212578	0.9653961005
331	0.135238264	0.9653961005
332	0.1351555128	0.9653961005
333	0.1349170313	0.9653961005
334	0.1348019242	0.9653961005
335	0.1347205151	0.9653961005
336	0.1343786904	0.9655717548
337	0.1342584076	0.9657474091
338	0.1338015084	0.9657474091
339	0.133680622	0.9658352363
340	0.1335996399	0.9658352363
341	0.1332248466	0.9659230634
342	0.1329106946	0.966274372
343	0.1325397187	0.9661865449
344	0.1324589242	0.9661865449
345	0.1323788105	0.9661865449
346	0.1322999967	0.9661865449
347	0.1321900301	0.9663621992
348	0.1317731579	0.9665378535
349	0.1316941503	0.9665378535
350	0.1315823573	0.9666256807
351	0.1312409003	0.9665378535
352	0.1311631693	0.9665378535
353	0.1307917535	0.9663621992
354	0.130713744	0.9663621992
355	0.1306357823	0.9663621992
356	0.1305588162	0.9663621992
357	0.1304829418	0.9663621992
358	0.1304073308	0.9663621992
359	0.1302414027	0.9664500263
360	0.1297837033	0.9665378535
361	0.1296803635	0.9666256807
362	0.1296047023	0.9666256807
363	0.1295296959	0.9666256807
364	0.1294083519	0.9668891621
365	0.1293341168	0.9668891621
366	0.1289917766	0.966801335
367	0.1287586782	0.9668891621
368	0.1286854216	0.9668891621
369	0.1282303777	0.9669769893
370	0.128118562	0.9670648164
371	0.1277879336	0.9675039522
372	0.1274444534	0.9675917794
373	0.1273414919	0.9676796065
374	0.1270924508	0.9678552608
375	0.1268082063	0.967943088
376	0.1267342179	0.967943088
377	0.1266620314	0.967943088
378	0.1265896605	0.967943088
379	0.1264616897	0.9681187423
380	0.1263605407	0.9680309152
381	0.1262882032	0.9680309152
382	0.1260967254	0.9682943966
383	0.1260248738	0.9682943966
384	0.1259537325	0.9682065695
385	0.125591828	0.9683822238
386	0.125237005	0.9689091867
387	0.1250965066	0.9691726682
388	0.1250259174	0.9691726682
389	0.124956194	0.9691726682
390	0.1248868523	0.9691726682
391	0.1247363552	0.969084841
392	0.1245119181	0.969084841
393	0.1242452033	0.9692604953
394	0.1239564022	0.9691726682
395	0.1238504542	0.9694361497
396	0.1237812667	0.9694361497
397	0.1236851152	0.9696996311
398	0.1233947959	0.9697874583
399	0.1230145755	0.9698752854
400	0.1229462058	0.9698752854
401	0.1227468171	0.9699631126
402	0.1226387324	0.9700509398
403	0.1225708468	0.9700509398
404	0.1222946126	0.9703144212
405	0.1221956235	0.9705779027
406	0.1221284867	0.9705779027
407	0.1220279662	0.9706657298
408	0.1217234724	0.9708413842
409	0.1216141371	0.9708413842
410	0.1212534612	0.9709292113
411	0.1211863858	0.9709292113
412	0.1211193054	0.9709292113
413	0.121052588	0.9709292113
414	0.1208709254	0.9709292113
415	0.1208045979	0.9709292113
416	0.1207390158	0.9709292113
417	0.1206757847	0.9709292113
418	0.1206117392	0.9709292113
419	0.1203513088	0.9710170385
420	0.1201159986	0.9711048656
421	0.1199217595	0.9711926928
422	0.1197842993	0.9712805199
423	0.1197203083	0.9712805199
424	0.119624282	0.9713683471
425	0.1195607697	0.9713683471
426	0.1194976351	0.9713683471
427	0.1193862205	0.9714561742
428	0.1193235333	0.9713683471
429	0.1192614155	0.9713683471
430	0.1189546075	0.9716318286
431	0.1186221502	0.9714561742
432	0.118428776	0.9714561742
433	0.1183678513	0.9714561742
434	0.1180732048	0.9714561742
435	0.1180119325	0.9714561742
436	0.1179506322	0.9714561742
437	0.1178893893	0.9714561742
438	0.1178284016	0.9714561742
439	0.1175548458	0.9712805199
440	0.1174943396	0.9712805199
441	0.1174340917	0.9712805199
442	0.1172219411	0.9712805199
443	0.1170106826	0.9714561742
444	0.1168142631	0.9715440014
445	0.1167243845	0.9718074829
446	0.1166643748	0.9718074829
447	0.1164045545	0.9719831372
448	0.1162844876	0.9719831372
449	0.1162255844	0.9719831372
450	0.1161373804	0.9722466187
451	0.1160789125	0.9722466187
452	0.1160206734	0.9722466187
453	0.1159632678	0.9722466187
454	0.1158796885	0.9723344458
455	0.1158219728	0.9723344458
456	0.1154934993	0.972422273
457	0.1152957243	0.9727735816
458	0.1151660298	0.9729492359
459	0.1151085628	0.9729492359
460	0.115023944	0.9729492359
461	0.114851417	0.9729492359
462	0.1147948934	0.9729492359
463	0.1144511831	0.9730370631
464	0.1143961805	0.9730370631
465	0.114340284	0.9730370631
466	0.1141057666	0.9730370631
467	0.1140496457	0.9730370631
468	0.1139935679	0.9729492359
469	0.1137460406	0.9730370631
470	0.1134411112	0.973564026
471	0.1133836184	0.973564026
472	0.1133278547	0.973564026
473	0.1132431747	0.9736518532
474	0.113006863	0.9740031618
475	0.1129291648	0.9740909889
476	0.1126992009	0.9737396803
477	0.1126435313	0.9737396803
478	0.1125383014	0.9738275075
479	0.1124829563	0.9738275075
480	0.1124279486	0.9738275075
481	0.1122789829	0.9739153346
482	0.1122244249	0.9739153346
483	0.1121709364	0.9739153346
484	0.1120653553	0.9740909889
485	0.1120116	0.9740909889
486	0.1118154664	0.9742666432
487	0.1117289622	0.9743544704
488	0.1116754487	0.9743544704
489	0.11149483	0.9743544704
490	0.1114056215	0.9744422976
491	0.1111857879	0.9743544704
492	0.111132551	0.9743544704
493	0.1108381402	0.9742666432
494	0.1105525289	0.9744422976
495	0.1104748231	0.9746179519
496	0.1103859891	0.974705779
497	0.1100958309	0.9748814333
498	0.1100427173	0.9748814333
499	0.1098656055	0.9748814333
500	0.1095241493	0.9749692605
501	0.1092526764	0.9748814333
502	0.1092005183	0.9747936062
503	0.1091085501	0.9748814333
504	0.1089005556	0.9748814333
505	0.1086668858	0.9748814333
506	0.108501874	0.9749692605
507	0.1082569931	0.9749692605
508	0.1081780687	0.9749692605
509	0.1081256365	0.9749692605
510	0.1078625219	0.9749692605
511	0.10768808	0.9750570877
512	0.107635445	0.9750570877
513	0.1075596994	0.9751449148
514	0.1074141849	0.9753205691
515	0.1073616832	0.9753205691
516	0.107309118	0.9753205691
517	0.1071090163	0.9754962234
518	0.10705715	0.9754962234
519	0.1070060828	0.9754962234
520	0.1069545947	0.9755840506
521	0.10665521	0.9754962234
522	0.1066053918	0.9754962234
523	0.1065550946	0.9754083963
524	0.1064348075	0.9754962234
525	0.1061715596	0.9756718777
526	0.1061217102	0.9756718777
527	0.1060444148	0.9757597049
528	0.1057105978	0.9759353592
529	0.1056621506	0.9759353592
530	0.1056137348	0.9759353592
531	0.1055648314	0.9759353592
532	0.1053717965	0.9760231864
533	0.1053232135	0.9760231864
534	0.1052442353	0.9760231864
535	0.1049321635	0.9761110135
536	0.1048445273	0.9761110135
537	0.1047459673	0.9762866678
538	0.1046977524	0.9762866678
539	0.1045232488	0.9761988407
540	0.1044750973	0.9761988407
541	0.1043454194	0.9764623222
542	0.1042975791	0.9764623222
543	0.1041412616	0.9765501493
544	0.1040945802	0.9765501493
545	0.1037970676	0.9765501493
546	0.103749826	0.9765501493
547	0.1037025483	0.9765501493
548	0.1036290735	0.9766379765
549	0.1033313686	0.9768136308
550	0.1032294528	0.9769014579
551	0.1029329195	0.9771649394
552	0.1028868688	0.9770771122
553	0.1026505289	0.9770771122
554	0.1024424008	0.9770771122
555	0.1023686916	0.9771649394
556	0.1023217113	0.9771649394
557	0.1022484724	0.9772527666
558	0.1022024173	0.9772527666
559	0.102155705	0.9772527666
560	0.1018852205	0.9773405937
561	0.1018387404	0.9773405937
562	0.1017292803	0.977516248
563	0.1016834635	0.977516248
564	0.1016109783	0.977516248
565	0.1015440268	0.9776919023
566	0.101498525	0.9776040752
567	0.1014532169	0.9776040752
568	0.1011960872	0.9776919023
569	0.1011514057	0.9776919023
570	0.1009015144	0.9776919023
571	0.1008296342	0.9777797295
572	0.1007850345	0.9777797295
573	0.1007408264	0.9777797295
574	0.100524141	0.9776919023
575	0.1004795076	0.9776919023
576	0.1004352545	0.9776919023
577	0.1003909515	0.9776919023
578	0.1003469179	0.9776919023
579	0.1003031412	0.9776919023
580	0.100142165	0.9776919023
581	0.1000986248	0.9776919023
582	0.1000122612	0.9777797295
583	0.09996887912	0.9777797295
584	0.09990379415	0.9777797295
585	0.09981400238	0.9777797295
586	0.09977206734	0.9777797295
587	0.09949962897	0.9778675566
588	0.09918549578	0.9776919023
589	0.09914179913	0.9776919023
590	0.09909921063	0.9776919023
591	0.09880417468	0.9779553838
592	0.0987625354	0.9779553838
593	0.09872024674	0.9779553838
594	0.09834807791	0.9782188653
595	0.09828371929	0.9783066924
596	0.09824142815	0.9783066924
597	0.0981733593	0.9783066924
598	0.09805989932	0.9785701739
599	0.09801786128	0.9785701739
600	0.09780428938	0.9787458282
601	0.09776245015	0.9787458282
602	0.09772084374	0.9787458282
603	0.09751325987	0.9787458282
604	0.09742428495	0.9788336554
605	0.09709728994	0.9788336554
606	0.09696188188	0.9786580011
607	0.09692013666	0.9786580011
608	0.09665676542	0.9787458282
609	0.09655006218	0.9787458282
610	0.09650837532	0.9787458282
611	0.09633772992	0.9789214825
612	0.09627180007	0.9790971368
613	0.09623031112	0.9790971368
614	0.09618914183	0.9790971368
615	0.09612231539	0.9790971368
616	0.09608083031	0.9790971368
617	0.09582438131	0.9792727911
618	0.09578299642	0.9792727911
619	0.09574211012	0.9792727911
620	0.09567264048	0.9792727911
621	0.09551879209	0.9794484455
622	0.09547784998	0.9794484455
623	0.09543756468	0.9794484455
624	0.09539767791	0.9794484455
625	0.09533391592	0.9794484455
626	0.09529444552	0.9794484455
627	0.09519988229	0.9794484455
628	0.09501721157	0.979184964
629	0.09488832246	0.979184964
630	0.09484874617	0.979184964
631	0.09478396506	0.9792727911
632	0.09459975465	0.9793606183
633	0.09440952777	0.9793606183
634	0.09416360287	0.9795362726
635	0.09406703027	0.9797119269
636	0.09387167362	0.9798875812
637	0.09383205731	0.9798875812
638	0.09377103569	0.9799754084
639	0.09373217889	0.9799754084
640	0.09369305235	0.9799754084
641	0.09365413771	0.9799754084
642	0.09361570439	0.9799754084
643	0.09357727918	0.9799754084
644	0.09341000457	0.9800632356
645	0.09320488217	0.9800632356
646	0.09316644589	0.9800632356
647	0.09296546444	0.9802388899
648	0.0928357876	0.980326717
649	0.09279715155	0.980326717
650	0.09273884425	0.9802388899
651	0.09258635879	0.9802388899
652	0.09229081334	0.980326717
653	0.09225218045	0.980326717
654	0.09215547318	0.9802388899
655	0.09211854509	0.9802388899
656	0.09187746061	0.9800632356
657	0.09183882945	0.9799754084
658	0.09166069254	0.9801510627
659	0.09146115323	0.9801510627
660	0.09142354513	0.9801510627
661	0.09136430344	0.9801510627
662	0.09132582439	0.9801510627
663	0.09101853144	0.9802388899
664	0.0909812958	0.9802388899
665	0.09094384307	0.9802388899
666	0.09079925211	0.9805023713
667	0.09076179292	0.9805023713
668	0.09072473094	0.9805023713
669	0.09066341281	0.9805901985
670	0.09042710835	0.9807658528
671	0.0903473148	0.9809415071
672	0.0902595107	0.9810293343
673	0.09022222086	0.9810293343
674	0.0901853685	0.9810293343
675	0.09012641405	0.9811171614
676	0.09000222751	0.9812928157
677	0.08988686306	0.9812928157
678	0.08985032644	0.9812928157
679	0.08964660712	0.9811171614
680	0.08956687422	0.9812928157
681	0.08953029933	0.9812928157
682	0.08947142288	0.9813806429
683	0.08943515959	0.9812928157
684	0.08935965843	0.9812049886
685	0.08921272985	0.9814684701
686	0.08915826497	0.9814684701
687	0.08912229568	0.9814684701
688	0.08900541626	0.9817319515
689	0.08888678254	0.9817319515
690	0.08885070048	0.9816441244
691	0.08881470802	0.9815562972
692	0.08860537304	0.9815562972
693	0.08856936866	0.9815562972
694	0.08853367196	0.9815562972
695	0.08849825082	0.9815562972
696	0.08833231812	0.981995433
697	0.08814365513	0.9819076058
698	0.08810838751	0.9819076058
699	0.0880519959	0.9821710873
700	0.08799017693	0.9821710873
701	0.08795509634	0.9820832601
702	0.08788967248	0.9820832601
703	0.08785473619	0.9820832601
704	0.08769960299	0.9824345688
705	0.08764274921	0.9825223959
706	0.08760804042	0.9825223959
707	0.08744661053	0.9826102231
708	0.08733670926	0.9828737045
709	0.08730149879	0.9828737045
710	0.0871861945	0.9829615317
711	0.08703390237	0.9830493589
712	0.08697606287	0.9832250132
713	0.08694208007	0.9832250132
714	0.08670947361	0.9834006675
715	0.08647591182	0.983664149
716	0.08631479032	0.9839276304
717	0.08627273971	0.9840154576
718	0.08623838843	0.9840154576
719	0.08618553891	0.9841911119
720	0.08615119674	0.9841911119
721	0.08611732924	0.9841032847
722	0.08606448974	0.9843667662
723	0.08603058506	0.9843667662
724	0.08578903168	0.9845424205
725	0.08575530461	0.9845424205
726	0.08572187064	0.9845424205
727	0.0856885284	0.9845424205
728	0.08565580448	0.9845424205
729	0.08562247909	0.9845424205
730	0.08558996847	0.9844545934
731	0.08555726793	0.9844545934
732	0.08552453272	0.9844545934
733	0.08531670262	0.9845424205
734	0.08526213287	0.9847180748
735	0.08502638566	0.9853328649
736	0.08499325806	0.9853328649
737	0.08493793119	0.9855963464
738	0.08485049375	0.9857720007
739	0.08469082006	0.9861233093
740	0.08462625036	0.9862989636
741	0.08445073365	0.9863867908
742	0.08424565928	0.9870015809
743	0.08421288764	0.9870015809
744	0.08418030893	0.987089408
745	0.08414779603	0.9872650624
746	0.08411569119	0.987616371
747	0.08405981774	0.9875285438
748	0.08402810476	0.9880555068
749	0.08398028021	0.9884068154
750	0.08392988335	0.9884946425
751	0.08389842545	0.9889337783
752	0.08378511227	0.9888459512
753	0.08373198378	0.9890216055
754	0.08350701433	0.9892850869
755	0.08340711355	0.9894607413
756	0.08335518439	0.9895485684
757	0.08330515349	0.989899877
758	0.08327349197	0.99042684
759	0.08324202323	0.9909538029
760	0.08321069585	0.9913929387
761	0.08317963484	0.9920077288
762	0.08309088709	0.9920955559
763	0.08295914583	0.9922712103
764	0.08277945512	0.9922712103
765	0.08273003406	0.9924468646
766	0.08269889238	0.9929738275
767	0.08266798678	0.9935007904
768	0.0826371543	0.9940277534
769	0.08260624433	0.9946425435
770	0.0825756843	0.9951695064
771	0.08230362878	0.9942912348
772	0.08223556108	0.9944668892
773	0.08220631081	0.9949060249
774	0.08206294568	0.9948181978
775	0.0820326625	0.9951695064
776	0.08196706939	0.9951695064
777	0.08185702955	0.9953451607
778	0.08182688693	0.9957842965
779	0.08179702623	0.9963112594
780	0.08160624619	0.9961356051
781	0.08144005252	0.9962234323
782	0.08139094313	0.9963990866
783	0.08122804861	0.9963990866
784	0.08119813411	0.9969260495
785	0.08111555616	0.9969260495
786	0.08107970201	0.9973651853
787	0.08105040313	0.9977164939
788	0.08099501677	0.9977164939
789	0.08073443289	0.997189531
790	0.08060792846	0.9962234323
791	0.08039484464	0.9959599508
792	0.08036530122	0.9964869138
793	0.08031719615	0.9964869138
794	0.08028852947	0.9970138767
795	0.08025937017	0.9975408396
796	0.08023026647	0.9980678026
797	0.08018113474	0.998331284
798	0.08001430409	0.9981556297
799	0.07998519633	0.9985069383
800	0.07995621876	0.9989460741
801	0.0799082594	0.998858247
802	0.07973592008	0.998858247
803	0.07970686842	0.9992095556
804	0.07965112329	0.9991217284
805	0.07951438942	0.998858247
806	0.07937706789	0.9982434569
807	0.07934798902	0.9985947655
808	0.07924290875	0.9979799754
809	0.0791939055	0.9978921483
810	0.07916480522	0.9984191112
811	0.0791357546	0.998858247
812	0.07910679054	0.9992095556
813	0.07887382616	0.9991217284
814	0.07884493718	0.9992095556
815	0.07865885614	0.9992095556
816	0.07842526931	0.9990339013
817	0.07837809983	0.9990339013
818	0.07834911706	0.9992095556
819	0.07828265683	0.9992095556
820	0.07825382853	0.9992095556
821	0.07807735051	0.9992095556
822	0.07802924869	0.9992095556
823	0.0780007346	0.9992095556
824	0.07794572041	0.9992095556
825	0.07791737584	0.9992095556
826	0.07778129912	0.9992095556
827	0.07775297008	0.9992095556
828	0.0776333744	0.9992095556
829	0.07759098981	0.9992095556
830	0.07756335627	0.9992095556
831	0.07753598429	0.9992095556
832	0.07737664331	0.9992095556
833	0.07729961898	0.9992095556
834	0.07727232224	0.9992095556
835	0.07711804345	0.9992095556
836	0.07707229703	0.9992095556
837	0.07704486015	0.9992095556
838	0.07701769479	0.9992095556
839	0.07699066283	0.9992095556
840	0.07696370987	0.9992095556
841	0.0769368179	0.9992095556
842	0.07690996571	0.9992095556
843	0.07688326688	0.9992095556
844	0.07665849565	0.9992095556
845	0.07657962221	0.9992095556
846	0.0765532131	0.9992095556
847	0.07652662685	0.9992095556
848	0.07650036519	0.9992095556
849	0.07632320963	0.9992095556
850	0.07615139988	0.9992095556
851	0.07610796712	0.9992095556
852	0.07601534459	0.9992095556
853	0.07582974766	0.9992095556
854	0.07577422604	0.9992095556
855	0.07570937508	0.9992095556
856	0.07557861996	0.9992095556
857	0.07555218209	0.9992095556
858	0.07552615415	0.9992095556
859	0.07541003929	0.9992095556
860	0.07533053015	0.9992095556
861	0.07512529309	0.9992095556
862	0.07508516274	0.9992095556
863	0.07505970435	0.9992095556
864	0.07486614613	0.9992095556
865	0.07483948672	0.9992095556
866	0.07481323833	0.9992095556
867	0.07471277667	0.9992095556
868	0.07468659164	0.9992095556
869	0.07466064946	0.9992095556
870	0.07463506248	0.9992095556
871	0.07459278558	0.9992095556
872	0.07453804766	0.9992095556
873	0.07451264142	0.9992095556
874	0.07442042389	0.9992095556
875	0.07437676635	0.9992095556
876	0.0742312751	0.9992095556
877	0.07415756931	0.9992095556
878	0.07413229351	0.9992095556
879	0.07407156748	0.9992095556
880	0.07382765917	0.9992095556
