iter	Logloss	Accuracy
881	0.07380232658	0.9992095556
882	0.07377727475	0.9992095556
883	0.07359018735	0.9992095556
884	0.07356482101	0.9992095556
885	0.07352337787	0.9992095556
886	0.07349844973	0.9992095556
887	0.07330419989	0.9992095556
888	0.07327880358	0.9992095556
889	0.07314416906	0.9992095556
890	0.07304525813	0.9992095556
891	0.07302022359	0.9992095556
892	0.07289766034	0.9992095556
893	0.07285744908	0.9992095556
894	0.07283246276	0.9992095556
895	0.0728077922	0.9992095556
896	0.07276723741	0.9992095556
897	0.07272677702	0.9992095556
898	0.07270224087	0.9992095556
899	0.07254651917	0.9992095556
900	0.07249490941	0.9992095556
901	0.07247037369	0.9992095556
902	0.07244601395	0.9992095556
903	0.07242178917	0.9992095556
904	0.07239400892	0.9992095556
905	0.07236995216	0.9992095556
906	0.07234591211	0.9992095556
907	0.07232222923	0.9992095556
908	0.07213798141	0.9992095556
909	0.07208041519	0.9992095556
910	0.07204009395	0.9992095556
911	0.07201641062	0.9992095556
912	0.07199291405	0.9992095556
913	0.07194934726	0.9992095556
914	0.07192595625	0.9992095556
915	0.07183716233	0.9992095556
916	0.07177063698	0.9992095556
917	0.07162294287	0.9992095556
918	0.07158468181	0.9992095556
919	0.07152611052	0.9992095556
920	0.07150269953	0.9992095556
921	0.0713680473	0.9992095556
922	0.07109681708	0.9992095556
923	0.0710593666	0.9992095556
924	0.07103582948	0.9992095556
925	0.07101235782	0.9992095556
926	0.07098910234	0.9992095556
927	0.07082697812	0.9992095556
928	0.07074736727	0.9992095556
929	0.07072434272	0.9992095556
930	0.07060929875	0.9992095556
931	0.07053561374	0.9992095556
932	0.07044855622	0.9992095556
933	0.07042519925	0.9992095556
934	0.07040215695	0.9992095556
935	0.07023982259	0.9992095556
936	0.07007220751	0.9992095556
937	0.07004916949	0.9992095556
938	0.07002627799	0.9992095556
939	0.06984805715	0.9992095556
940	0.06969590963	0.9992095556
941	0.06967301421	0.9992095556
942	0.06960137987	0.9992095556
943	0.06957897036	0.9992095556
944	0.06954123552	0.9992095556
945	0.06951849886	0.9992095556
946	0.06949586123	0.9992095556
947	0.06947331744	0.9992095556
948	0.06934918988	0.9992095556
949	0.06932637494	0.9992095556
950	0.06930392018	0.9992095556
951	0.0692815731	0.9992095556
952	0.06914337912	0.9992095556
953	0.06912094737	0.9992095556
954	0.06903072391	0.9992095556
955	0.06899224264	0.9992095556
956	0.06895008229	0.9992095556
957	0.06891046014	0.9992095556
958	0.06888829778	0.9992095556
959	0.06886663292	0.9992095556
960	0.06884481191	0.9992095556
961	0.06868524028	0.9992095556
962	0.06860234216	0.9992095556
963	0.06856066491	0.9992095556
964	0.06853922638	0.9992095556
965	0.0683692237	0.9992095556
966	0.06833652754	0.9992095556
967	0.06826105299	0.9992095556
968	0.068239048	0.9992095556
969	0.0682171306	0.9992095556
970	0.06819525466	0.9992095556
971	0.06817358318	0.9992095556
972	0.06804724095	0.9992095556
973	0.06802559922	0.9992095556
974	0.06800412393	0.9992095556
975	0.06790382652	0.9992095556
976	0.06788237393	0.9992095556
977	0.06786113125	0.9992095556
978	0.06775997993	0.9992095556
979	0.06767666932	0.9992095556
980	0.06764149065	0.9992095556
981	0.06755271614	0.9992095556
982	0.06753137237	0.9992095556
983	0.06751013824	0.9992095556
984	0.06734093926	0.9992095556
985	0.06731964477	0.9992095556
986	0.0671882751	0.9992095556
987	0.06710572496	0.9992095556
988	0.06707042336	0.9992095556
989	0.06704924777	0.9992095556
990	0.06687156965	0.9992095556
991	0.066850511	0.9992095556
992	0.0667058888	0.9992095556
993	0.06668507565	0.9992095556
994	0.06661891496	0.9992095556
995	0.06658172746	0.9992095556
996	0.06650221089	0.9992095556
997	0.06633004062	0.9992095556
998	0.06630921269	0.9992095556
999	0.06628846771	0.9992095556
